first_name,last_name,email,address,cin,rib,city,date_of_birth,bank_name,grade,phone,postal_code,role,som_number
Giordano,Gehricke,ggehrickecu@cam.ac.uk,5697 Meadow Valley Street,H45536090,521599773368237732372292,Kenitra,1987-10-07 02:04:24,National Bank,Dean,0605128129,1266,1,53425
Drud,Streetley,dstreetleycv@wired.com,99165 6th Court,Fv22459346,165260602812629571887861,Kenitra,1996-10-27 18:15:58,Peoples Bank,Researcher,0659112971,,1,97830
Vivienne,Cleatherow,vcleatherowcw@imdb.com,37683 Porter Terrace,QI04657364,578853770405704594389674,Oujda,1988-02-29 10:09:33,First Bank,Director,0661527033,14790-000,1,24137
Dierdre,Iremonger,diremongercx@blogger.com,061 Old Shore Alley,E19868074,523412295984257577005566,Marrakesh,1986-12-08 16:54:14,National Bank,Researcher,0614413130,,1,61441
Shellysheldon,Loraine,slorainecy@sfgate.com,6 Mcguire Trail,KR79186043,787847066470285537956050,Tetouan,1990-01-19 01:21:09,Peoples Bank,Instructor,0608594480,94723,1,45769
Conchita,Marlen,cmarlencz@twitter.com,338 Morning Avenue,xF27260602,753661437966193100903255,Rabat,1999-06-27 15:52:12,Peoples Bank,Researcher,0668729635,3611,1,10504
Gipsy,Von Hindenburg,gvonhindenburgd0@nydailynews.com,87846 Boyd Pass,Vw64807825,390189014534900308035487,Tetouan,1970-01-18 11:29:16,Peoples Bank,Professor,0631814153,9005,1,56145
Hermy,Ilyuchyov,hilyuchyovd1@list-manage.com,90262 Mariners Cove Plaza,UT45459015,390374618719378683091845,Tangier,1986-12-31 13:31:04,National Bank,Professor,0653167230,981-0213,1,19625
Zaneta,Handes,zhandesd2@cmu.edu,0 Mendota Plaza,mM07681936,592588773155478347159948,Rabat,1987-01-20 14:24:42,National Bank,Chairperson,0619978585,,1,10109
Adena,Morrel,amorreld3@xinhuanet.com,02742 Sycamore Park,Rb02324789,578095239288059444010756,Tangier,1986-02-04 03:31:05,First Bank,Dean,0699884277,,1,77886
Camey,Talby,ctalbyd4@home.pl,69229 Bellgrove Plaza,P88446680,051122919778875493430500,Fez,1986-07-20 06:15:48,National Bank,Researcher,0661866347,334 80,1,56631
Brandyn,Willows,bwillowsd5@etsy.com,4321 Dixon Center,K20092728,977631014436283288890091,Casablanca,1980-03-13 12:50:17,Peoples Bank,Professor,0645658161,,1,05805
Grace,Osmon,gosmond6@stumbleupon.com,208 Wayridge Place,f01112926,547309012287962990173246,Oujda,1973-12-04 10:30:31,Peoples Bank,Professor,0687940108,,1,85960
Anneliese,Gandley,agandleyd7@timesonline.co.uk,815 Loftsgordon Avenue,nT77163044,811758167332085779640714,Kenitra,1973-01-11 11:08:47,National Bank,Instructor,0659726809,,1,77642
Cordelie,Saggers,csaggersd8@sakura.ne.jp,183 Almo Way,fw95308547,920052242738265318464698,Tetouan,1977-08-18 20:11:22,City Bank,Director,0643413383,1422,1,05769
Fanchette,Scholtz,fscholtzd9@whitehouse.gov,1862 Eastwood Junction,y65564079,981491952334014601205788,Oujda,1972-04-13 16:04:21,City Bank,Director,0650983168,21006,1,51532
Delores,Engeham,dengehamda@nytimes.com,70116 Forest Run Alley,OQ98939201,232120186818602884855227,Marrakesh,1979-02-27 14:35:34,Community Bank,Dean,0640441426,1230,1,23343
Trey,Dilliway,tdilliwaydb@xinhuanet.com,1355 Columbus Lane,h34107907,590949523901793414500459,Tangier,1980-11-09 20:06:28,City Bank,Instructor,0690723878,75609 CEDEX 12,1,44705
Cammie,Hillyatt,chillyattdc@engadget.com,6 Boyd Plaza,J04530009,394470679157829627671603,Marrakesh,1975-10-11 02:08:25,National Bank,Dean,0658289376,3122,1,58139
Andros,Gawne,agawnedd@uiuc.edu,12 Pennsylvania Junction,X78506019,225221628386877838339101,Tetouan,1994-07-31 08:35:55,City Bank,Instructor,0612211833,,1,42399
Dorothea,Brandenberg,dbrandenbergde@techcrunch.com,403 Farwell Plaza,UR74400930,872669172360170540803265,Oujda,1974-06-17 09:46:20,First Bank,Director,0611184036,10150,1,62689
Josh,Hiner,jhinerdf@elpais.com,17152 Briar Crest Junction,Re13606133,799279257766762952180172,Fez,1971-06-25 22:22:49,Peoples Bank,Researcher,0602930624,,1,56016
Morie,Chree,mchreedg@ycombinator.com,32631 Barnett Street,z80612934,152223789536206783141408,Oujda,1981-10-29 00:58:42,Peoples Bank,Instructor,0614808138,,1,01467
Hector,Wybron,hwybrondh@skyrock.com,02308 Mesta Lane,M89562748,711403976499541281984999,Rabat,1996-11-21 10:09:39,First Bank,Director,0664076752,,1,41507
Nanni,Endecott,nendecottdi@nih.gov,734 Eggendart Alley,g30104243,836935470129697762005608,Kenitra,1984-09-20 02:15:47,City Bank,Dean,0668816031,6070,1,97521
Ramon,Diego,rdiegodj@dropbox.com,45618 Kropf Junction,o28829631,057247170614666301171717,Meknes,1985-06-26 04:15:56,Community Bank,Instructor,0641440743,404109,1,81872
Kearney,Hutchinges,khutchingesdk@home.pl,9 Macpherson Pass,Wx33191749,224449771204674565928503,Casablanca,1994-07-02 05:48:55,National Bank,Director,0694275436,68710-000,1,87732
Ernaline,Moffat,emoffatdl@github.com,8 Hoffman Court,NO12291439,235817283679465523077655,Marrakesh,1987-09-07 05:32:31,Community Bank,Dean,0617733520,,1,68400
Noel,Laterza,nlaterzadm@oaic.gov.au,43 Westridge Terrace,YX18359639,978224938883515513015075,Agadir,1987-10-26 00:08:37,First Bank,Chairperson,0647940932,,1,85895
Ted,Cousen,tcousendn@i2i.jp,2736 Pankratz Lane,QR24268066,882488786049146898954768,Rabat,1989-08-25 15:50:33,Community Bank,Chairperson,0650282865,,1,77594
Glennis,Crellim,gcrellimdo@theglobeandmail.com,9 Banding Drive,XE61615928,199292444351368878463148,Fez,1971-11-14 09:21:40,Peoples Bank,Chairperson,0662251951,,1,61375
Magdaia,Dinneen,mdinneendp@timesonline.co.uk,3 Havey Drive,To97341731,739737220025497664869047,Kenitra,1997-06-07 08:03:39,City Bank,Professor,0625301554,690880,1,61720
Teddie,Pavey,tpaveydq@csmonitor.com,2 Wayridge Junction,CI11158896,769381255138674896841084,Meknes,1973-10-12 05:13:34,City Bank,Instructor,0643962202,9320,1,01145
Shelley,Gail,sgaildr@posterous.com,61 Tennyson Place,x29603886,214889983952111982408122,Oujda,1997-11-01 14:21:48,City Bank,Dean,0668012482,,1,56487
Artair,Dingsdale,adingsdaleds@istockphoto.com,14649 Hoepker Lane,x52884680,441366139167223201434735,Agadir,1993-07-30 13:49:02,First Bank,Director,0689906519,82-220,1,55750
Fitzgerald,O' Quirk,foquirkdt@xinhuanet.com,61564 Main Crossing,t97704676,269252136026402221715840,Tangier,1971-03-03 00:42:59,City Bank,Researcher,0605769345,369-0137,1,09825
Chariot,MacTrustrie,cmactrustriedu@loc.gov,16063 Ramsey Center,US43696541,693861888011927694227801,Kenitra,1971-02-03 18:08:02,First Bank,Professor,0658342581,851 06,1,52309
Jena,Ummfrey,jummfreydv@tripadvisor.com,910 Derek Center,Hy06999967,651045519544603060500810,Tangier,1977-04-18 00:29:54,Peoples Bank,Researcher,0656483321,2050-065,1,48122
